Yuan Dean Scientific Co., LTD
DC-DC CONVERTER  ATE Product Test  Type: 01D-3R3-1C-(NA052)
輸出組別 : 1OUT
客戶名稱: 達運
批號: YS11-17110027
預測數量:  1000 
輸入低電壓  :  4.75  V  
輸入正常電壓 :  24  V  
輸入高電壓  :  36  V  
測試負載  滿載 :  1  Amp輕載 :  0.1  Amp
交越測試  負載_F :  100  Amp  負載_N  :  1  Amp
記錄日期 2018/1/2 
記錄項目  ,  , 空載輸入電流_L  ,空載輸入電流_N   ,空載輸入電流_H  ,空載輸入功率_L  ,空載輸入功率_N   ,空載輸入功率_H   ,空載輸出電壓 CH1_L  ,空載輸出電壓 CH1_N   ,空載輸出電壓 CH1_H  ,空載輸出電壓 CH2_L  ,空載輸出電壓 CH2_N   ,空載輸出電壓 CH2_H   ,空載漣波雜訊CH1_L  ,空載漣波雜訊CH1_N   , 空載漣波雜訊 CH1_H  ,空載漣波雜訊CH2_L  ,空載漣波雜訊 CH2_N   ,空載漣波雜訊CH2_H   ,滿載輸入電流_L  ,滿載輸入電流_N   ,滿載輸入電流_H  ,滿載輸入功率_L  ,滿載輸入功率_N   ,滿載輸入功率_H   , 滿載輸出電壓 CH1_L  ,滿載輸出電壓 CH1_N   , 滿載輸出電壓 CH1_H  ,滿載輸出電壓 CH2_L  ,滿載輸出電壓 CH2_N   ,滿載輸出電壓 CH2_H   ,滿載漣波雜訊CH1_L  ,滿載漣波雜訊CH1_N   , 滿載漣波雜訊 CH1_H  ,滿載漣波雜訊CH2_L  ,滿載漣波雜訊 CH2_N   ,滿載漣波雜訊CH2_H   ,滿載效率_L  ,滿載效率_N  ,滿載效率_H  ,輸入電壓變動穩壓率 CH1   ,輸入電壓變動穩壓率 CH2  ,輸出負載變動穩壓率CH1_L  ,輸出負載變動穩壓率CH1_N  ,輸出負載變動穩壓率CH1_H  ,輸出負載變動穩壓率CH2_L  ,輸出負載變動穩壓率CH2_N  ,輸出負載變動穩壓率CH2_H   ,短路保護測試_L  ,短路保護測試_N   ,短路保護測試_H  ,過電流保護測試_L  ,過電流保護測試_N   ,過電流保護測試_H   ,遠端控制關機測試  ,輸出電壓整理微調正緣   ,輸出電壓整理微調負緣  ,遞減遠端控制關機測試_L  ,遞減遠端控制關機測試_N   ,遞減遠端控制關機測試_H  ,過電壓保護_L  ,過電壓保護_N   ,過電壓保護_H    ,遞減欠壓鎖定_L  ,遞增過電流保護_L  ,遞增過電流保護_N  ,遞增過電流保護_H , 遞增遠端控制開機測試_L  ,遞增遠端控制開機測試_N  ,遞增遠端控制開機測試_H  ,交越負載CH1_L  ,交越負載CH1_N  ,交越負載CH1_H  ,交越負載CH2_L  ,交越負載CH2_N  ,交越負載CH2_H  ,日期 ,時間 
 1955 ,PASS ,  1.531  , 0  , 1.038  , 0.007  , 0  , 0.037  , 3.324  , 0  , 3.324  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 768.207  , 0  , 112.591  , 3.648  , 0  , 4.049  , 3.305  , 3.305  , 3.303  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.48795  , 0  , 81.52631  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 357.557  , 0  , 51.194  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:26:19 
 1956 ,PASS ,  1.615  , 0  , 1.082  , 0.008  , 0  , 0.039  , 3.348  , 0  , 3.348  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 773.687  , 0  , 113.365  , 3.672  , 0  , 4.077  , 3.331  , 3.326  , 3.328  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.46841  , 0  , 81.53053  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 359.669  , 0  , 51.341  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:26:45 
 1957 ,PASS ,  1.535  , 0  , 1.053  , 0.007  , 0  , 0.037  , 3.313  , 0  , 3.316  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 766.702  , 0  , 112.802  , 3.639  , 0  , 4.056  , 3.296  , 3.293  , 3.293  , 0  , 0  , 0  , 19.2  , 0  , 20  , 0  , 0  , 0  , 90.43694  , 0  , 81.08974  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 385.725  , 0  , 55.049  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:27:11 
 1958 ,PASS ,  1.518  , 0  , 1.034  , 0.007  , 0  , 0.037  , 3.329  , 0  , 3.33  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.082  , 0  , 112.463  , 3.656  , 0  , 4.044  , 3.313  , 3.311  , 3.309  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.5361  , 0  , 81.82492  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 347.857  , 0  , 48.405  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:27:36 
 1959 ,PASS ,  1.525  , 0  , 1.087  , 0.007  , 0  , 0.038  , 3.331  , 0  , 3.331  , 0  , 0  , 0  , 7.2  , 0  , 9.6  , 0  , 0  , 0  , 769.58  , 0  , 112.704  , 3.653  , 0  , 4.051  , 3.31  , 3.308  , 3.306  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.61045  , 0  , 81.60947  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 369.674  , 0  , 51.181  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:28:00 
 1960 ,PASS ,  1.536  , 0  , 1.05  , 0.007  , 0  , 0.038  , 3.346  , 0  , 3.349  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 773.783  , 0  , 113.523  , 3.67  , 0  , 4.082  , 3.331  , 3.329  , 3.328  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 90.6267  , 0  , 81.1367  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 375.682  , 0  , 55.058  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:28:23 
 1961 ,PASS ,  1.553  , 0  , 1.079  , 0.007  , 0  , 0.038  , 3.356  , 0  , 3.356  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 775.163  , 0  , 113.514  , 3.677  , 0  , 4.082  , 3.339  , 3.334  , 3.334  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.53576  , 0  , 81.35719  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 400.244  , 0  , 57.754  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:28:47 
 1962 ,PASS ,  1.547  , 0  , 1.072  , 0.007  , 0  , 0.038  , 3.339  , 0  , 3.34  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 772.184  , 0  , 112.986  , 3.664  , 0  , 4.062  , 3.323  , 3.318  , 3.318  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.52947  , 0  , 81.46234  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 392.357  , 0  , 55.489  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:29:11 
 1963 ,PASS ,  1.509  , 0  , 1.063  , 0.007  , 0  , 0.038  , 3.308  , 0  , 3.308  , 0  , 0  , 0  , 7.2  , 0  , 9.6  , 0  , 0  , 0  , 766.368  , 0  , 112.167  , 3.636  , 0  , 4.034  , 3.291  , 3.289  , 3.288  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.51155  , 0  , 81.43282  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 371.293  , 0  , 54.394  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:29:34 
 1964 ,PASS ,  1.509  , 0  , 1.064  , 0.007  , 0  , 0.04  , 3.323  , 0  , 3.325  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 769.138  , 0  , 112.572  , 3.652  , 0  , 4.047  , 3.308  , 3.304  , 3.304  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.47097  , 0  , 81.44305  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.361  , 0  , 48.262  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:29:58 
 1965 ,PASS ,  1.561  , 0  , 1.087  , 0.007  , 0  , 0.038  , 3.321  , 0  , 3.321  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 768.78  , 0  , 112.569  , 3.65  , 0  , 4.048  , 3.306  , 3.303  , 3.303  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.43835  , 0  , 81.42293  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 354.036  , 0  , 50.494  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:30:22 
 1966 ,PASS ,  1.547  , 0  , 1.083  , 0.007  , 0  , 0.039  , 3.33  , 0  , 3.331  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 769.987  , 0  , 112.995  , 3.657  , 0  , 4.063  , 3.313  , 3.308  , 3.31  , 0  , 0  , 0  , 18.4  , 0  , 21.6  , 0  , 0  , 0  , 90.40197  , 0  , 81.41767  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 369.054  , 0  , 53.634  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:30:46 
 1967 ,PASS ,  1.54  , 0  , 1.087  , 0.007  , 0  , 0.038  , 3.31  , 0  , 3.311  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 766.165  , 0  , 112.478  , 3.639  , 0  , 4.044  , 3.296  , 3.291  , 3.293  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.29954  , 0  , 81.42928  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 368.309  , 0  , 51.403  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:31:10 
 1968 ,PASS ,  1.537  , 0  , 1.077  , 0.007  , 0  , 0.038  , 3.345  , 0  , 3.345  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 772.472  , 0  , 113.234  , 3.668  , 0  , 4.072  , 3.329  , 3.325  , 3.324  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 90.48528  , 0  , 81.33595  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 312.594  , 0  , 43.746  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:31:34 
 1969 ,PASS ,  1.598  , 0  , 1.107  , 0.008  , 0  , 0.039  , 3.351  , 0  , 3.35  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 774.239  , 0  , 113.406  , 3.675  , 0  , 4.079  , 3.334  , 3.333  , 3.331  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.39456  , 0  , 81.68669  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 323.025  , 0  , 47.243  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:31:58 
 1970 ,PASS ,  1.57  , 0  , 1.093  , 0.007  , 0  , 0.038  , 3.31  , 0  , 3.309  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 765.973  , 0  , 112.265  , 3.635  , 0  , 4.037  , 3.29  , 3.288  , 3.286  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.34388  , 0  , 81.42184  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 378.044  , 0  , 53.223  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:32:23 
 1971 ,PASS ,  1.514  , 0  , 1.085  , 0.007  , 0  , 0.039  , 3.311  , 0  , 3.31  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 765.581  , 0  , 112.266  , 3.636  , 0  , 4.037  , 3.293  , 3.289  , 3.29  , 0  , 0  , 0  , 20.8  , 0  , 18.4  , 0  , 0  , 0  , 90.51155  , 0  , 81.24845  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 340.806  , 0  , 47.113  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:32:48 
 1972 ,PASS ,  1.544  , 0  , 1.079  , 0.007  , 0  , 0.038  , 3.331  , 0  , 3.33  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 769.603  , 0  , 112.78  , 3.652  , 0  , 4.055  , 3.311  , 3.308  , 3.306  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.60789  , 0  , 81.28237  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 346.365  , 0  , 50.254  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:33:14 
 1973 ,PASS ,  1.585  , 0  , 1.067  , 0.008  , 0  , 0.038  , 3.335  , 0  , 3.334  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 771.378  , 0  , 112.968  , 3.66  , 0  , 4.061  , 3.318  , 3.313  , 3.313  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.51912  , 0  , 81.35927  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 409.782  , 0  , 57.929  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:33:38 
 1974 ,PASS ,  1.526  , 0  , 1.059  , 0.007  , 0  , 0.038  , 3.339  , 0  , 3.339  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 772.919  , 0  , 112.713  , 3.667  , 0  , 4.053  , 3.323  , 3.32  , 3.319  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.67358  , 0  , 81.69257  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 359.01  , 0  , 50.76  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:34:02 
 1975 ,PASS ,  1.551  , 0  , 1.1  , 0.007  , 0  , 0.039  , 3.328  , 0  , 3.329  , 0  , 0  , 0  , 7.2  , 0  , 9.6  , 0  , 0  , 0  , 770.219  , 0  , 113.001  , 3.653  , 0  , 4.063  , 3.31  , 3.309  , 3.306  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.44621  , 0  , 81.2946  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 398.359  , 0  , 57.305  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:34:28 
 1976 ,PASS ,  1.537  , 0  , 1.096  , 0.007  , 0  , 0.038  , 3.33  , 0  , 3.33  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.279  , 0  , 112.618  , 3.656  , 0  , 4.05  , 3.311  , 3.309  , 3.309  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.23523  , 0  , 81.45679  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 407.808  , 0  , 57.869  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:34:53 
 1977 ,PASS ,  1.56  , 0  , 1.094  , 0.007  , 0  , 0.039  , 3.33  , 0  , 3.329  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 769.497  , 0  , 112.619  , 3.651  , 0  , 4.049  , 3.309  , 3.305  , 3.304  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.71487  , 0  , 81.47691  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 358.074  , 0  , 52.513  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:35:19 
 1978 ,PASS ,  1.707  , 0  , 1.101  , 0.008  , 0  , 0.038  , 3.359  , 0  , 3.359  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 775.598  , 0  , 113.5  , 3.682  , 0  , 4.08  , 3.343  , 3.339  , 3.338  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.71157  , 0  , 81.91177  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 380.113  , 0  , 53.42  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:35:48 
 1979 ,PASS ,  1.545  , 0  , 1.077  , 0.007  , 0  , 0.039  , 3.336  , 0  , 3.336  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.611  , 0  , 112.813  , 3.659  , 0  , 4.056  , 3.318  , 3.311  , 3.313  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.40722  , 0  , 81.48421  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 386.947  , 0  , 54.476  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:36:12 
 1980 ,PASS ,  1.54  , 0  , 1.088  , 0.007  , 0  , 0.038  , 3.32  , 0  , 3.319  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 767.545  , 0  , 112.446  , 3.645  , 0  , 4.043  , 3.301  , 3.296  , 3.296  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.37037  , 0  , 81.54835  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 364.631  , 0  , 52.77  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:36:37 
 1981 ,PASS ,  1.631  , 0  , 1.12  , 0.008  , 0  , 0.04  , 3.359  , 0  , 3.359  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 775.281  , 0  , 113.754  , 3.681  , 0  , 4.091  , 3.343  , 3.339  , 3.339  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.79054  , 0  , 81.52041  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 388.245  , 0  , 55.213  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:37:01 
 1982 ,PASS ,  1.512  , 0  , 1.085  , 0.007  , 0  , 0.039  , 3.295  , 0  , 3.294  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 762.877  , 0  , 111.717  , 3.621  , 0  , 4.017  , 3.273  , 3.266  , 3.266  , 0  , 0  , 0  , 19.2  , 0  , 16.8  , 0  , 0  , 0  , 90.14084  , 0  , 81.32935  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 368.644  , 0  , 54.314  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:37:26 
 1983 ,PASS ,  1.614  , 0  , 1.086  , 0.008  , 0  , 0.039  , 3.306  , 0  , 3.306  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 765.736  , 0  , 112.186  , 3.632  , 0  , 4.034  , 3.29  , 3.286  , 3.284  , 0  , 0  , 0  , 16.8  , 0  , 19.2  , 0  , 0  , 0  , 90.5011  , 0  , 81.35846  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 343.949  , 0  , 50.286  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:37:49 
 1984 ,PASS ,  1.608  , 0  , 1.109  , 0.008  , 0  , 0.039  , 3.325  , 0  , 3.325  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 768.187  , 0  , 112.53  , 3.647  , 0  , 4.046  , 3.305  , 3.301  , 3.3  , 0  , 0  , 0  , 20  , 0  , 20  , 0  , 0  , 0  , 90.43049  , 0  , 81.61147  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 367.708  , 0  , 54.365  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:38:13 
 1985 ,PASS ,  1.561  , 0  , 1.071  , 0.007  , 0  , 0.039  , 3.335  , 0  , 3.335  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 770.09  , 0  , 112.88  , 3.653  , 0  , 4.058  , 3.315  , 3.311  , 3.31  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.47358  , 0  , 81.34549  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 393.553  , 0  , 56.007  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:38:36 
 1986 ,PASS ,  1.591  , 0  , 1.093  , 0.007  , 0  , 0.039  , 3.316  , 0  , 3.316  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 767.428  , 0  , 112.499  , 3.641  , 0  , 4.044  , 3.298  , 3.294  , 3.293  , 0  , 0  , 0  , 17.6  , 0  , 20.8  , 0  , 0  , 0  , 90.46965  , 0  , 81.30564  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 370.791  , 0  , 53.055  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:39:00 
 1987 ,PASS ,  1.525  , 0  , 1.086  , 0.007  , 0  , 0.04  , 3.349  , 0  , 3.35  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 773.814  , 0  , 113.085  , 3.671  , 0  , 4.066  , 3.331  , 3.33  , 3.329  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.62926  , 0  , 81.80029  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 377.485  , 0  , 50.124  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:39:25 
