Yuan Dean Scientific Co., LTD
DC-DC CONVERTER  ATE Product Test  Type: 01D-3R3-1C-(NA052)
輸出組別 : 1OUT
客戶名稱: 達運
批號: YS11-17110027
預測數量:  1000 
輸入低電壓  :  4.75  V  
輸入正常電壓 :  24  V  
輸入高電壓  :  36  V  
測試負載  滿載 :  1  Amp輕載 :  0.1  Amp
交越測試  負載_F :  100  Amp  負載_N  :  1  Amp
記錄日期 2018/1/2 
記錄項目  ,  , 空載輸入電流_L  ,空載輸入電流_N   ,空載輸入電流_H  ,空載輸入功率_L  ,空載輸入功率_N   ,空載輸入功率_H   ,空載輸出電壓 CH1_L  ,空載輸出電壓 CH1_N   ,空載輸出電壓 CH1_H  ,空載輸出電壓 CH2_L  ,空載輸出電壓 CH2_N   ,空載輸出電壓 CH2_H   ,空載漣波雜訊CH1_L  ,空載漣波雜訊CH1_N   , 空載漣波雜訊 CH1_H  ,空載漣波雜訊CH2_L  ,空載漣波雜訊 CH2_N   ,空載漣波雜訊CH2_H   ,滿載輸入電流_L  ,滿載輸入電流_N   ,滿載輸入電流_H  ,滿載輸入功率_L  ,滿載輸入功率_N   ,滿載輸入功率_H   , 滿載輸出電壓 CH1_L  ,滿載輸出電壓 CH1_N   , 滿載輸出電壓 CH1_H  ,滿載輸出電壓 CH2_L  ,滿載輸出電壓 CH2_N   ,滿載輸出電壓 CH2_H   ,滿載漣波雜訊CH1_L  ,滿載漣波雜訊CH1_N   , 滿載漣波雜訊 CH1_H  ,滿載漣波雜訊CH2_L  ,滿載漣波雜訊 CH2_N   ,滿載漣波雜訊CH2_H   ,滿載效率_L  ,滿載效率_N  ,滿載效率_H  ,輸入電壓變動穩壓率 CH1   ,輸入電壓變動穩壓率 CH2  ,輸出負載變動穩壓率CH1_L  ,輸出負載變動穩壓率CH1_N  ,輸出負載變動穩壓率CH1_H  ,輸出負載變動穩壓率CH2_L  ,輸出負載變動穩壓率CH2_N  ,輸出負載變動穩壓率CH2_H   ,短路保護測試_L  ,短路保護測試_N   ,短路保護測試_H  ,過電流保護測試_L  ,過電流保護測試_N   ,過電流保護測試_H   ,遠端控制關機測試  ,輸出電壓整理微調正緣   ,輸出電壓整理微調負緣  ,遞減遠端控制關機測試_L  ,遞減遠端控制關機測試_N   ,遞減遠端控制關機測試_H  ,過電壓保護_L  ,過電壓保護_N   ,過電壓保護_H    ,遞減欠壓鎖定_L  ,遞增過電流保護_L  ,遞增過電流保護_N  ,遞增過電流保護_H , 遞增遠端控制開機測試_L  ,遞增遠端控制開機測試_N  ,遞增遠端控制開機測試_H  ,交越負載CH1_L  ,交越負載CH1_N  ,交越負載CH1_H  ,交越負載CH2_L  ,交越負載CH2_N  ,交越負載CH2_H  ,日期 ,時間 
 833 ,PASS ,  1.574  , 0  , 1.115  , 0.008  , 0  , 0.04  , 3.326  , 0  , 3.326  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 769.459  , 0  , 112.369  , 3.651  , 0  , 4.04  , 3.306  , 3.303  , 3.303  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.27663  , 0  , 81.63367  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 354.166  , 0  , 47.156  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:42:10 
 834 ,PASS ,  1.62  , 0  , 1.115  , 0.008  , 0  , 0.04  , 3.32  , 0  , 3.32  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 767.069  , 0  , 112.21  , 3.641  , 0  , 4.035  , 3.3  , 3.299  , 3.296  , 0  , 0  , 0  , 18.4  , 0  , 20.8  , 0  , 0  , 0  , 90.49712  , 0  , 81.4622  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 364.484  , 0  , 52.443  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:42:35 
 835 ,PASS ,  1.595  , 0  , 1.115  , 0.008  , 0  , 0.039  , 3.324  , 0  , 3.324  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 768.221  , 0  , 112.536  , 3.646  , 0  , 4.046  , 3.303  , 3.299  , 3.299  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.40044  , 0  , 81.36431  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 402.761  , 0  , 58.328  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:42:59 
 836 ,PASS ,  1.633  , 0  , 1.086  , 0.008  , 0  , 0.04  , 3.32  , 0  , 3.32  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 768.116  , 0  , 112.654  , 3.645  , 0  , 4.051  , 3.301  , 3.298  , 3.298  , 0  , 0  , 0  , 20.8  , 0  , 20  , 0  , 0  , 0  , 90.45267  , 0  , 81.2392  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 392.824  , 0  , 56.952  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:43:25 
 837 ,PASS ,  1.615  , 0  , 1.107  , 0.008  , 0  , 0.039  , 3.339  , 0  , 3.339  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 772.132  , 0  , 112.853  , 3.664  , 0  , 4.057  , 3.321  , 3.319  , 3.319  , 0  , 0  , 0  , 19.2  , 0  , 16  , 0  , 0  , 0  , 90.36572  , 0  , 81.66132  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 369.408  , 0  , 49.824  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:43:49 
 838 ,PASS ,  1.541  , 0  , 1.104  , 0.007  , 0  , 0.038  , 3.319  , 0  , 3.319  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 767.627  , 0  , 112.282  , 3.644  , 0  , 4.038  , 3.296  , 3.294  , 3.294  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.0933  , 0  , 81.37691  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 357.771  , 0  , 48.093  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:44:14 
 839 ,PASS ,  1.58  , 0  , 1.111  , 0.007  , 0  , 0.04  , 3.341  , 0  , 3.341  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 772.185  , 0  , 113.289  , 3.665  , 0  , 4.073  , 3.324  , 3.32  , 3.32  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.50478  , 0  , 81.46329  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 333.609  , 0  , 45.865  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:44:38 
 840 ,PASS ,  1.569  , 0  , 1.118  , 0.007  , 0  , 0.039  , 3.32  , 0  , 3.32  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 768.191  , 0  , 112.286  , 3.644  , 0  , 4.037  , 3.3  , 3.298  , 3.298  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.42262  , 0  , 81.74387  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 342.989  , 0  , 48.76  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:45:02 
 841 ,PASS ,  1.598  , 0  , 1.116  , 0.007  , 0  , 0.04  , 3.315  , 0  , 3.316  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 767.28  , 0  , 112.522  , 3.644  , 0  , 4.046  , 3.299  , 3.294  , 3.294  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.39516  , 0  , 81.24073  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 367.838  , 0  , 53.277  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:45:26 
 842 ,PASS ,  1.559  , 0  , 1.103  , 0.007  , 0  , 0.039  , 3.308  , 0  , 3.309  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 765.236  , 0  , 112.198  , 3.635  , 0  , 4.034  , 3.29  , 3.286  , 3.288  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.26134  , 0  , 81.28409  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 316.512  , 0  , 46.423  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:45:55 
 843 ,PASS ,  1.53  , 0  , 1.082  , 0.007  , 0  , 0.039  , 3.305  , 0  , 3.304  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 764.551  , 0  , 111.851  , 3.63  , 0  , 4.021  , 3.286  , 3.284  , 3.283  , 0  , 0  , 0  , 16.8  , 0  , 17.6  , 0  , 0  , 0  , 90.44077  , 0  , 81.4474  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 363.468  , 0  , 49.841  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:46:23 
 844 ,ABORT ,  1.605  , 0  , 1.142  , 0.007  , 0  , 0.041  , 3.344  , 0  , 3.345  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 869.016  , 0  , 126.17  , 4.1  , 0  , 4.561  , 3.328  , 3.325  , 3.324  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 81.12196  , 0  , 72.79105  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:47:10 
 845 ,ABORT ,  1.592  , 0  , 1.129  , 0.008  , 0  , 0.039  , 3.344  , 0  , 3.345  , 0  , 0  , 0  , 5.6  , 0  , 9.6  , 0  , 0  , 0  , 802.508  , 0  , 117.413  , 3.808  , 0  , 4.223  , 3.328  , 3.324  , 3.324  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 87.36869  , 0  , 78.59341  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:47:32 
 846 ,PASS ,  1.576  , 0  , 1.131  , 0.007  , 0  , 0.04  , 3.326  , 0  , 3.328  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 769.722  , 0  , 112.688  , 3.651  , 0  , 4.051  , 3.309  , 3.308  , 3.306  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.63271  , 0  , 81.5601  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 402.052  , 0  , 57.527  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:48:58 
 847 ,PASS ,  1.664  , 0  , 1.137  , 0.008  , 0  , 0.041  , 3.354  , 0  , 3.354  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 775.108  , 0  , 113.477  , 3.677  , 0  , 4.08  , 3.336  , 3.333  , 3.333  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.61735  , 0  , 81.22549  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 308.895  , 0  , 43.678  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:49:32 
 848 ,PASS ,  1.545  , 0  , 1.116  , 0.007  , 0  , 0.04  , 3.308  , 0  , 3.308  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 766.07  , 0  , 112.123  , 3.634  , 0  , 4.031  , 3.29  , 3.286  , 3.285  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.36874  , 0  , 81.36938  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 345.469  , 0  , 50.365  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:49:57 
 849 ,PASS ,  1.57  , 0  , 1.097  , 0.007  , 0  , 0.039  , 3.33  , 0  , 3.331  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 770.987  , 0  , 112.903  , 3.657  , 0  , 4.06  , 3.311  , 3.309  , 3.309  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.51134  , 0  , 81.23153  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 393.455  , 0  , 55.975  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:50:21 
 850 ,PASS ,  1.549  , 0  , 1.121  , 0.007  , 0  , 0.039  , 3.301  , 0  , 3.303  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 764.721  , 0  , 112.283  , 3.63  , 0  , 4.037  , 3.286  , 3.285  , 3.284  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.27547  , 0  , 81.19891  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 347.266  , 0  , 48.176  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:50:46 
 851 ,PASS ,  1.614  , 0  , 1.124  , 0.008  , 0  , 0.04  , 3.35  , 0  , 3.351  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 773.141  , 0  , 113.119  , 3.67  , 0  , 4.068  , 3.33  , 3.326  , 3.326  , 0  , 0  , 0  , 20.8  , 0  , 20  , 0  , 0  , 0  , 90.46321  , 0  , 81.58801  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 353.612  , 0  , 48.201  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:51:09 
 852 ,PASS ,  1.592  , 0  , 1.093  , 0.007  , 0  , 0.04  , 3.35  , 0  , 3.351  , 0  , 0  , 0  , 8  , 0  , 10.4  , 0  , 0  , 0  , 772.807  , 0  , 113.396  , 3.669  , 0  , 4.078  , 3.331  , 3.329  , 3.329  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.73317  , 0  , 81.48602  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 379.358  , 0  , 55.178  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:51:33 
 853 ,PASS ,  1.584  , 0  , 1.118  , 0.008  , 0  , 0.04  , 3.349  , 0  , 3.348  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 772.995  , 0  , 113.016  , 3.671  , 0  , 4.063  , 3.33  , 3.329  , 3.325  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.43857  , 0  , 81.95914  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 357.292  , 0  , 49.532  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:51:58 
 854 ,PASS ,  1.566  , 0  , 1.131  , 0.007  , 0  , 0.04  , 3.346  , 0  , 3.346  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 772.805  , 0  , 113.417  , 3.67  , 0  , 4.079  , 3.331  , 3.328  , 3.328  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.73569  , 0  , 81.41702  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 375.321  , 0  , 54.189  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:52:21 
 855 ,PASS ,  1.626  , 0  , 1.124  , 0.008  , 0  , 0.04  , 3.334  , 0  , 3.335  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 770.46  , 0  , 113.095  , 3.656  , 0  , 4.066  , 3.316  , 3.313  , 3.313  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.72757  , 0  , 81.38219  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 366.612  , 0  , 50.965  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:52:44 
 856 ,PASS ,  1.608  , 0  , 1.121  , 0.008  , 0  , 0.04  , 3.345  , 0  , 3.345  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 772.704  , 0  , 113.192  , 3.668  , 0  , 4.07  , 3.325  , 3.323  , 3.321  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.43075  , 0  , 81.67075  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.4  , 0  , 49.195  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:53:09 
 857 ,PASS ,  1.592  , 0  , 1.107  , 0.008  , 0  , 0.039  , 3.349  , 0  , 3.35  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 773.055  , 0  , 113.118  , 3.67  , 0  , 4.068  , 3.331  , 3.329  , 3.328  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.59946  , 0  , 81.63718  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 336.341  , 0  , 50.733  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:53:35 
 858 ,PASS ,  1.584  , 0  , 1.116  , 0.008  , 0  , 0.04  , 3.36  , 0  , 3.36  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 775.882  , 0  , 113.821  , 3.681  , 0  , 4.093  , 3.341  , 3.336  , 3.336  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.65471  , 0  , 81.33398  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 379.53  , 0  , 55.314  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:53:58 
 859 ,PASS ,  1.549  , 0  , 1.1  , 0.007  , 0  , 0.04  , 3.303  , 0  , 3.304  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 764.868  , 0  , 112.175  , 3.631  , 0  , 4.034  , 3.289  , 3.286  , 3.286  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.38832  , 0  , 81.4824  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 354.166  , 0  , 51.874  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:54:22 
 860 ,PASS ,  1.583  , 0  , 1.146  , 0.008  , 0  , 0.04  , 3.33  , 0  , 3.33  , 0  , 0  , 0  , 5.6  , 0  , 9.6  , 0  , 0  , 0  , 769.108  , 0  , 112.612  , 3.652  , 0  , 4.049  , 3.311  , 3.308  , 3.308  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.47097  , 0  , 81.6004  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 392.85  , 0  , 56.524  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:54:47 
 861 ,PASS ,  1.556  , 0  , 1.138  , 0.007  , 0  , 0.04  , 3.318  , 0  , 3.316  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 767.825  , 0  , 112.607  , 3.642  , 0  , 4.048  , 3.3  , 3.298  , 3.299  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.52718  , 0  , 81.12648  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 373.577  , 0  , 54.051  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:55:10 
 862 ,PASS ,  1.584  , 0  , 1.109  , 0.008  , 0  , 0.04  , 3.305  , 0  , 3.306  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 765.936  , 0  , 112.125  , 3.634  , 0  , 4.032  , 3.29  , 3.288  , 3.286  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.25867  , 0  , 81.57242  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 351.523  , 0  , 49.674  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:55:34 
 863 ,PASS ,  1.542  , 0  , 1.103  , 0.007  , 0  , 0.038  , 3.311  , 0  , 3.313  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 767.231  , 0  , 112.178  , 3.639  , 0  , 4.033  , 3.296  , 3.293  , 3.293  , 0  , 0  , 0  , 20.8  , 0  , 22.4  , 0  , 0  , 0  , 90.71174  , 0  , 81.55219  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 402.17  , 0  , 56.538  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:55:59 
 864 ,PASS ,  1.615  , 0  , 1.136  , 0.008  , 0  , 0.04  , 3.329  , 0  , 3.329  , 0  , 0  , 0  , 6.4  , 0  , 9.6  , 0  , 0  , 0  , 769.362  , 0  , 112.694  , 3.653  , 0  , 4.052  , 3.31  , 3.308  , 3.306  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.63783  , 0  , 81.71274  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 388.139  , 0  , 55.053  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:56:22 
 865 ,PASS ,  1.632  , 0  , 1.133  , 0.008  , 0  , 0.039  , 3.3  , 0  , 3.299  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 764.128  , 0  , 112.067  , 3.626  , 0  , 4.029  , 3.281  , 3.279  , 3.279  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.43023  , 0  , 81.26086  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.947  , 0  , 47.878  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,上午 11:56:45 
